0.094353914	0.029997239	0.042504784	0.0052263807	-0.009068477	-0.02504086	0.10148939	0.012078494	0.024877463	-0.09904177	-0.032250658	-0.020113092	0.0037062925	-0.06933021	-0.011063131	-0.060121715
0.014370557	0.04130971	0.05210769	-0.017277488	0.05559697	0.011244762	0.12647119	-0.0047288826	0.0349807	-0.054411065	0.031039786	-0.0220948	-0.03367476	-0.072062574	-0.023434227	-0.052968927
-0.010871541	0.075275384	0.03282019	-0.078153774	-0.0024475602	0.012173816	0.10747894	0.06829044	-0.013529168	-0.1756268	0.046345215	-0.05650726	-0.01700988	-0.07771193	0.020351797	-0.025106808
-0.014075163	0.06749543	0.0017469206	-0.079863444	0.011894434	0.025969787	0.100284494	0.022774316	0.05005051	-0.079045184	-0.024811927	-0.017370356	-0.0480074	-0.05404551	-0.022754481	-0.030447809
0.08981322	0.038647573	-0.011989248	-0.030024283	-0.00054259563	-0.06464598	0.1342078	0.064483576	0.029905068	-0.1237354	0.04899444	-0.035723627	0.024117978	0.038997535	0.029368792	-0.059390265
0.035254043	0.07955471	0.03884478	-0.07111059	0.015253384	0.09338097	0.10521852	-0.020216445	0.025243634	-0.045946535	0.005351543	-0.060888857	0.0418034	-0.017340997	-0.046977993	-0.042115632
0.040636458	0.012087707	0.00753428	0.020874867	-0.022597125	-0.040418483	0.16606794	0.043522835	0.0011682919	-0.09292511	0.062401257	-0.028935589	0.011357778	-0.08318429	-0.02595685	-0.0698977
0.085184865	0.027600627	-0.020537097	-0.04916746	0.02427511	0.041580636	0.14286488	-0.014301469	0.020898039	-0.066797405	0.040487804	-0.06057741	-0.034410227	-0.02159251	-0.02046072	-0.039411873
-0.02005124	-0.034394685	0.08883786	0.050503872	0.05338313	-0.032705847	0.043704074	0.08435969	0.010283133	-0.080651216	0.0087923	-0.036853444	-0.016819809	0.0028754326	0.002663412	-0.016102813
-0.032175813	-0.013011495	0.11719782	-0.021346377	0.04260279	-0.023786912	0.09118712	0.094090074	-0.0018759633	-0.07950947	0.040768694	0.00862875	0.011764792	-0.06354853	-0.03597688	-0.0070609027
0.0011849944	-0.018240912	0.034690466	-0.071226545	0.042042147	-0.047885157	0.082504176	-0.0011892968	-0.025940737	-0.06619275	-0.038293675	0.02320833	-0.022294834	-0.0353167	-0.03458175	-0.012312059
0.064495765	0.070478536	-0.010620537	0.07305694	0.03362486	-0.032917734	0.020447712	-0.0041229613	0.018908385	-0.06825824	0.011037137	-0.015659804	0.012462374	-0.0897433	-0.008653943	-0.05037125
0.028567515	-0.026139801	-0.0062201577	0.0042516487	-0.017615579	0.09396105	0.07453525	-0.014494053	-0.026994208	-0.037655517	0.06570068	-0.017856328	-0.105687246	-0.08349721	0.01481767	0.060674
